,Date,DailyOrHourly,VehicleType,Hour,Volume,DelayPersonHours,DelayCost,DelayVehicleHours,VMT
0,2024-01-01,daily,commercial,,29294.735018,0.0,0.0,0.0,22463.342738
1,2024-01-01,daily,passenger,,263652.615164,0.0,0.0,0.0,202170.084644
2,2024-01-01,hourly,commercial,0.0,276.8,0.0,0.0,0.0,211.347339
3,2024-01-01,hourly,passenger,0.0,2491.2,0.0,0.0,0.0,1902.126055
4,2024-01-01,hourly,commercial,1.0,232.3,0.0,0.0,0.0,177.845659
5,2024-01-01,hourly,passenger,1.0,2090.7,0.0,0.0,0.0,1600.610935
6,2024-01-01,hourly,commercial,2.0,230.0,0.0,0.0,0.0,175.99718
7,2024-01-01,hourly,passenger,2.0,2070.0,0.0,0.0,0.0,1583.974622
8,2024-01-01,hourly,commercial,3.0,300.8,0.0,0.0,0.0,228.368228
9,2024-01-01,hourly,passenger,3.0,2707.2,0.0,0.0,0.0,2055.314056
10,2024-01-01,hourly,commercial,4.0,527.7,0.0,0.0,0.0,397.233275
11,2024-01-01,hourly,passenger,4.0,4749.3,0.0,0.0,0.0,3575.099472
12,2024-01-01,hourly,commercial,5.0,978.4,0.0,0.0,0.0,740.793468
13,2024-01-01,hourly,passenger,5.0,8805.6,0.0,0.0,0.0,6667.141214
14,2024-01-01,hourly,commercial,6.0,1620.787392,0.0,0.0,0.0,1244.093839
15,2024-01-01,hourly,passenger,6.0,14587.08653,0.0,0.0,0.0,11196.844552
16,2024-01-01,hourly,commercial,7.0,1864.608982,0.0,0.0,0.0,1433.931617
17,2024-01-01,hourly,passenger,7.0,16781.48084,0.0,0.0,0.0,12905.384552
18,2024-01-01,hourly,commercial,8.0,1719.847989,0.0,0.0,0.0,1326.317628
19,2024-01-01,hourly,passenger,8.0,15478.6319,0.0,0.0,0.0,11936.858653
20,2024-01-01,hourly,commercial,9.0,1582.1,0.0,0.0,0.0,1218.182343
21,2024-01-01,hourly,passenger,9.0,14238.9,0.0,0.0,0.0,10963.641086
22,2024-01-01,hourly,commercial,10.0,1599.0,0.0,0.0,0.0,1230.364684
23,2024-01-01,hourly,passenger,10.0,14391.0,0.0,0.0,0.0,11073.282157
24,2024-01-01,hourly,commercial,11.0,1695.641426,0.0,0.0,0.0,1303.081947
25,2024-01-01,hourly,passenger,11.0,15260.772836,0.0,0.0,0.0,11727.737523
26,2024-01-01,hourly,commercial,12.0,1742.377561,0.0,0.0,0.0,1337.192128
27,2024-01-01,hourly,passenger,12.0,15681.398047,0.0,0.0,0.0,12034.729153
28,2024-01-01,hourly,commercial,13.0,1770.082022,0.0,0.0,0.0,1359.376469
29,2024-01-01,hourly,passenger,13.0,15930.738196,0.0,0.0,0.0,12234.388221
30,2024-01-01,hourly,commercial,14.0,1851.766297,0.0,0.0,0.0,1418.526116
31,2024-01-01,hourly,passenger,14.0,16665.896669,0.0,0.0,0.0,12766.735048
32,2024-01-01,hourly,commercial,15.0,1952.155557,0.0,0.0,0.0,1496.407491
33,2024-01-01,hourly,passenger,15.0,17569.40001,0.0,0.0,0.0,13467.667422
